Titel,Datum,URL,URL_PDF,Overheidslaag,Overheidsnaam,Documentsoort,Rubriek
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Lichtenvoordsestraatweg 69 te Aalten",24-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17550.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17550/1/pdf/prb-2025-17550.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Kerkweg 8 te Vorchten",24-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17542.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17542/1/pdf/prb-2025-17542.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Ontvangen aanvraag omgevingsvergunning – stikstof,24-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17560.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17560/1/pdf/prb-2025-17560.pdf,provincie,Fryslân,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Boerenweg 52 en Veldweg ong., Arcen",24-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17579.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17579/1/pdf/prb-2025-17579.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Vogelenzangsestraat 3 te Driel",23-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17440.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17440/1/pdf/prb-2025-17440.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Bosheurneweg 8 te Barchem",23-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17436.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17436/1/pdf/prb-2025-17436.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Horselerweg 5 te Kootwijkerbroek",23-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17443.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17443/1/pdf/prb-2025-17443.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Karrenstroeten 1, 9482 VZ Tynaarlo–(gedeeltelijke) intrekking vergunning",23-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17467.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17467/1/pdf/prb-2025-17467.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Evert Hendriksweg 36, 9422 TB Smilde–(gedeeltelijke) intrekking vergunning",23-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17475.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17475/1/pdf/prb-2025-17475.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
Ontvangst aanvraag omgevingsvergunning Diepsmeerweg 46 te Warmenhuizen (Natura 2000-activiteit),21-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17321.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17321/1/pdf/prb-2025-17321.pdf,provincie,Noord-Holland,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kempkensberg 32, 5813 AE Ysselsteyn, Z2025-00000892",20-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17235.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17235/1/pdf/prb-2025-17235.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
Besluit op verzoek tot intrekking Natura 2000-activiteit - Kooiweg 18 in Renswoude,20-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17285.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17285/1/pdf/prb-2025-17285.pdf,provincie,Utrecht,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Karnemelkweg 5 te Wehl",17-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17091.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17091/1/pdf/prb-2025-17091.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit –Wolddijk 12, 7961 NB Ruinerwold–(gedeeltelijke) intrekking vergunning",17-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17088.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17088/1/pdf/prb-2025-17088.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Hoogeveenseweg 12, 9435 TC Bruntinge–(gedeeltelijke) intrekking vergunning",17-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17089.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17089/1/pdf/prb-2025-17089.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Fliertseweg 24-26 te Lunteren",16-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17046.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17046/1/pdf/prb-2025-17046.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Kleine Bergerweg 9, 6077 PC Sint Odiliënberg, Z2025-00001869",16-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-17047.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17047/1/pdf/prb-2025-17047.pdf,provincie,Limburg,Provinciaal blad,andere beschikking
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Veldhuizen 28 te Loenen",15-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16917.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16917/1/pdf/prb-2025-16917.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Ravenweg 15 te Stroe",15-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16933.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16933/1/pdf/prb-2025-16933.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Provincie Gelderland aanvraag Omgevingsvergunning N2000 Loenensestraat 1 Slijk-Ewijk,14-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16890.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16890/1/pdf/prb-2025-16890.pdf,provincie,Gelderland,Provinciaal blad,omgevingsvergunning
Besluit aangevraagde intrekking van een vergunning namens vergunninghouder - Noordelijke Meentsteeg 16A in Rhenen,13-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16756.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16756/1/pdf/prb-2025-16756.pdf,provincie,Utrecht,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - M.A.J. Jansen, Blauwstraat 4, 5845 EK te Sint Anthonis",10-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16667.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16667/1/pdf/prb-2025-16667.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - J.T.M. van Puijenbroek, Elzenstraat 6, 5094 EE te Lage Mierde",10-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16669.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16669/1/pdf/prb-2025-16669.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - AgriThijssen VOF, Renheide 8, 5595 XJ te Leende",10-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16666.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16666/1/pdf/prb-2025-16666.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – besluit aanvraag omgevingsvergunning - H. de Wit BV, Stevensvaartje 15, 5712 SW te Someren",10-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16670.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16670/1/pdf/prb-2025-16670.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - van Meir-Adriaansen VOF, Aanwas 2, 4641 JH te Ossendrecht",09-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16635.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16635/1/pdf/prb-2025-16635.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Van der Cruijsen, Stevensbeekseweg 10a, 12, 12a & 12b, 5825 JC te Overloon",09-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16634.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16634/1/pdf/prb-2025-16634.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Van Ginneken melkvee, Kraanschotsedijk 9, 4909 AA te Oosteind",09-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16563.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16563/1/pdf/prb-2025-16563.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Önninkweg 4 te Winterswijk Ratum",09-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16601.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16601/1/pdf/prb-2025-16601.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Oenerweg 2 te Heerde",08-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16537.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16537/1/pdf/prb-2025-16537.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Chijnsgoed 9, 6026 EZ te Maarheeze",07-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16432.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16432/1/pdf/prb-2025-16432.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – herziene ontwerpbeschikking aanvraag omgevingsvergunning - Topfokbedrijf M. Hanegraaf BV, Holkampstraat 3, 5383 KB te Vinkel",07-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16431.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16431/1/pdf/prb-2025-16431.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Maatschap Hoogendoorn, Heldenseweg 5, 5759 RP te Helenaveen",06-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16371.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16371/1/pdf/prb-2025-16371.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - van de Sande melkvee, Neterselsedijk 39, 5094 BC te Lage Mierde",03-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16267.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16267/1/pdf/prb-2025-16267.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Vredenseweg 174 te Winterswijk-Huppel",03-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16236.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16236/1/pdf/prb-2025-16236.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Bunschoterweg 35a te Nijkerk",03-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16273.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16273/1/pdf/prb-2025-16273.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Aanvraag voor het intrekken van een vergunning voor Rekveldweg 6 te Dalfsen t.b.v. LBV,03-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16237.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16237/1/pdf/prb-2025-16237.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Vof Vermeer, Wijnhovenstraat 5, 5089 NX te Haghorst",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16191.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16191/1/pdf/prb-2025-16191.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Jan Verhoeven, Fressevenweg 7, 5571 TP te Bergeijk",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16160.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16160/1/pdf/prb-2025-16160.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – herziene ontwerpbeschikking aanvraag omgevingsvergunning - M.J.P. van der Velden Holding BV, Kemphaanweg 1-3, 5725 RE te Heusden",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16189.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16189/1/pdf/prb-2025-16189.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Vermeer-Verhagen VOF, Platerstraat 3, 5397 LM te Lith",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16157.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16157/1/pdf/prb-2025-16157.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - De Groot, Lutterstraat 6, 5396 PB te Lithoijen",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16219.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16219/1/pdf/prb-2025-16219.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Seinsdijk 1,1a en 3 te Aalten",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16151.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16151/1/pdf/prb-2025-16151.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Dunenkamperweg 1 te Stroe",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16225.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16225/1/pdf/prb-2025-16225.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Bockhorstweg 8 te Spankeren",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16180.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16180/1/pdf/prb-2025-16180.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kolenhofweg 3, 6091 NB Leveroy, Z2025-00000452",02-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16128.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16128/1/pdf/prb-2025-16128.pdf,provincie,Limburg,Provinciaal blad,andere beschikking
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - H. de Wit BV, Beliënberkdijk 24, 5712 SE te Someren",01-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16110.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16110/1/pdf/prb-2025-16110.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Steenkampweg 4 en Winterswijkseweg 59 te Vragender",01-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16126.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16126/1/pdf/prb-2025-16126.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Polleveenseweg 11 te Voorthuizen",01-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16078.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16078/1/pdf/prb-2025-16078.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Boterhoeksestraat 11 te Heteren",01-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16080.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16080/1/pdf/prb-2025-16080.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Aanvraag voor een vergunning tbv LBV Alsteedseweg 50 Haaksbergen,01-10-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16081.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16081/1/pdf/prb-2025-16081.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Koekamperweg 18 te Putten",30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15968.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15968/1/pdf/prb-2025-15968.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Rotven 8 en ongenummerd, 5808 AL Oirlo, Z2024-00000481",30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15986.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15986/1/pdf/prb-2025-15986.pdf,provincie,Limburg,Provinciaal blad,andere beschikking
"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Peelweg 2, 5995 SG Kessel, Z2025-00000453",30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-16035.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16035/1/pdf/prb-2025-16035.pdf,provincie,Limburg,Provinciaal blad,andere beschikking
Besluit op een aanvraag voor een vergunning voor Gedeeltelijke intrekking t.b.v. Lbv regeling Pleegsterdijk 28 Raalte,30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15993.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15993/1/pdf/prb-2025-15993.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
Besluit op aanvraag vergunning voor akkerbouwbedrijf met hobbypaarden (nieuwe activiteit Lbv) Elshagenweg 3 te Wesepe,30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15973.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15973/1/pdf/prb-2025-15973.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
Besluit op aanvraag vergunning voor Lbv intrekking gehele natuurvergunning Radewijkerweg 9 te Radewijk,30-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15969.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15969/1/pdf/prb-2025-15969.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Waterweg 48 te Nunspeet",29-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15893.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15893/1/pdf/prb-2025-15893.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Ontwerpbesluit op verzoek tot intrekking Natura 2000-activiteit - Oude Holleweg 44 in Renswoude,29-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15940.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15940/1/pdf/prb-2025-15940.pdf,provincie,Utrecht,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Beltweg 10, 5853 EM Siebengewald, Z2025-00001280",29-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15944.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15944/1/pdf/prb-2025-15944.pdf,provincie,Limburg,Provinciaal blad,andere beschikking
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Oud Meir BV, Meirweg 1a, 5094 BE te Lage Mierde",26-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15818.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15818/1/pdf/prb-2025-15818.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie  Weverstraat 7 te Kekerdom",26-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15771.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15771/1/pdf/prb-2025-15771.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Ontvangen aanvraag omgevingsvergunning – stikstof,26-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15824.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15824/1/pdf/prb-2025-15824.pdf,provincie,Fryslân,Provinciaal blad,omgevingsvergunning
Besluit op een aanvraag voor een vergunning voor Lbv-plus intrekking gehele natuurvergunning Vermolenweg 10 Geesteren,26-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15856.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15856/1/pdf/prb-2025-15856.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Zoomweg 32-32A, 6006 TW Weert",26-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15800.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15800/1/pdf/prb-2025-15800.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Maatschap A.J.M. Crooijmans en overigen, Mullemsedijk 29, 5844 AR te Stevensbeek",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15749.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15749/1/pdf/prb-2025-15749.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Bakker Pluimvee VOF, Hollandseweg 16-18, 5712 RM te Someren",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15747.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15747/1/pdf/prb-2025-15747.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Kootwijkerbroekerweg 82a te Kootwijkerbroek",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15737.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15737/1/pdf/prb-2025-15737.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Veerweg naar Westervoort 29 te Arnhem",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15741.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15741/1/pdf/prb-2025-15741.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Laarweg 32 te Harskamp",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15692.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15692/1/pdf/prb-2025-15692.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Kootwijkerdijk 9-1 te Kootwijkerbroek",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15719.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15719/1/pdf/prb-2025-15719.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Garderenseweg 184 te Ermelo",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15703.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15703/1/pdf/prb-2025-15703.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie  Pieriksestraat 2 te Angerlo",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15682.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15682/1/pdf/prb-2025-15682.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Drijberseweg 32, 9418 TL Wijster–(gedeeltelijke) intrekking vergunning",25-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15746.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15746/1/pdf/prb-2025-15746.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
